"No.","Time","Source","Destination","Protocol","Length","Info"
"717","215.755714000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"718","215.781727000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"719","215.782766000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"720","215.991462000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"721","217.482084000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"722","217.990599000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"723","218.990666000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"724","220.754919000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"725","220.755987000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"726","220.779826000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"727","220.780966000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"728","223.482282000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"729","223.990087000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"730","224.990375000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"731","225.754036000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"732","225.755099000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"733","225.757574000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"734","225.758748000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"735","226.769042000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"736","226.781693000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"737","229.519781000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"738","229.521148000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"739","229.522360000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"740","229.523380000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"741","229.524669000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"742","229.526116000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"743","229.527135000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"744","229.528268000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"745","229.529405000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"746","229.530449000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"747","229.532775000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"748","229.557562000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"749","229.559920000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"750","229.561107000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"751","230.520127000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"752","230.521476000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"753","230.522723000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"754","230.523780000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"755","230.526211000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"756","230.529628000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"757","230.531096000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"758","230.532107000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"759","230.533336000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"760","230.535743000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"761","230.536921000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"762","230.537950000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"763","230.754384000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"764","230.755541000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"765","230.757043000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"766","230.758128000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"767","231.525049000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"768","231.538812000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"769","232.524414000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"770","232.528254000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"771","232.529470000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"772","232.530542000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"773","232.532890000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"774","232.583562000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"775","232.585308000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"776","232.586487000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"777","232.587883000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"778","232.590267000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"779","232.591321000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"780","232.592726000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"781","232.593893000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"782","232.595224000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"783","233.981654000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"784","234.085172000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"785","234.189209000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"786","234.293121000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"787","234.398159000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"788","234.502004000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"789","234.611128000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"790","234.713717000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"791","235.760112000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"792","235.761403000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"793","235.762495000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"794","235.766874000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"795","240.753991000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"796","240.755075000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"797","240.756505000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"798","240.757588000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"799","241.220059000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"800","241.222451000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"801","242.482256000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"802","242.989380000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"803","243.996014000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"804","245.483146000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"805","245.754331000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"806","245.755380000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"807","245.756462000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"808","245.757639000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"809","245.989244000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"810","246.989374000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"811","250.754021000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"812","250.755576000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"813","250.758914000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"814","250.760042000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"815","251.482984000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"816","251.989658000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"817","252.331875000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"818","252.334236000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"819","252.990152000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"820","253.981515000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"821","254.094445000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"822","254.190028000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"823","254.293125000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"824","254.398159000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"825","254.501459000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"826","254.605792000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"827","254.709835000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"828","255.755064000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"829","255.756182000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"830","255.762364000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"831","255.763499000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"832","256.266961000","192.168.1.100","239.255.255.250","UDP","60","Source port: 58971  Destination port: 1900"
"833","256.767972000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"834","256.780388000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"835","260.753748000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"836","260.754896000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"837","260.777614000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"838","260.778951000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"839","265.753622000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"840","265.754758000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"841","265.860490000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"842","265.862055000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"843","268.324719000","192.168.1.1","239.255.255.250","SSDP","382","NOTIFY * HTTP/1.1 "
"844","268.327971000","192.168.1.1","239.255.255.250","SSDP","327","NOTIFY * HTTP/1.1 "
"845","268.331085000","192.168.1.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1 "
"846","268.337452000","192.168.1.1","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"847","270.753930000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"848","270.755232000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"849","270.767128000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"850","270.769373000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"851","273.981768000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"852","274.088529000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"853","274.191284000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"854","274.292800000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"855","274.397258000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"856","274.494320000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"857","274.501217000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"858","274.605495000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"859","274.716119000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"860","275.132378000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"861","275.140823000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"862","275.488565000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"863","275.753417000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"864","275.754466000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"865","275.789785000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"866","275.790887000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"867","276.133769000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"868","276.140641000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"869","276.488381000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"870","277.133931000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"871","277.158617000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"872","277.492886000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"873","278.134940000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"874","278.145794000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"875","278.488287000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"876","279.488564000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"877","280.754373000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"878","280.757891000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"879","280.779278000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"880","280.780468000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"881","283.492308000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"882","284.488975000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"883","285.488632000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"884","285.754781000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"885","285.758483000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"886","285.759978000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"887","285.761121000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"888","286.767362000","192.168.1.100","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"889","286.770994000","192.168.1.135","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"890","288.190322000","Cisco-Li_65:d1:20","Broadcast","ARP","42","Who has 192.168.1.134?  Tell 192.168.1.1"
"891","289.519076000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"892","289.520417000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"893","289.521632000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"894","289.522735000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"895","289.525163000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"896","289.533201000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"897","289.534989000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"898","289.535962000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"899","289.537139000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"900","289.539479000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"901","289.540610000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"902","289.544266000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"903","290.520234000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"904","290.521659000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"905","290.524049000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"906","290.525401000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"907","290.526487000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"908","290.529186000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"909","290.530642000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"910","290.533025000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"911","290.534126000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"912","290.535368000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"913","290.536563000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"914","290.537743000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"915","290.538905000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"916","290.540070000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"917","290.752125000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"918","290.753294000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"919","290.754955000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"920","290.756042000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"921","291.524116000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"922","291.526406000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"923","292.521648000","192.168.1.100","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"924","292.522920000","192.168.1.135","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"925","292.524392000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"926","292.525915000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"927","292.536867000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"928","292.538353000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"929","292.539474000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"930","292.540622000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"931","292.542969000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"932","292.544052000","192.168.1.100","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"933","292.545590000","fe80::98b8:35ed:9434:3a51","ff02::fb","MDNS","74","Standard query response 0x0000 "
"934","292.567080000","192.168.1.135","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"935","292.568338000","192.168.1.135","224.0.0.251","MDNS","54","Standard query response 0x0000 "
"936","292.569491000","fe80::2d72:8073:b437:a228","ff02::fb","MDNS","74","Standard query response 0x0000 "
"937","293.231091000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"938","293.237181000","192.168.1.100","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"939","293.981033000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"940","294.084473000","192.168.1.134","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1 "
"941","294.188620000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"942","294.292656000","192.168.1.134","239.255.255.250","SSDP","378","NOTIFY * HTTP/1.1 "
"943","294.397034000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"944","294.500964000","192.168.1.134","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"945","294.605298000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"946","294.709086000","192.168.1.134","239.255.255.250","SSDP","443","NOTIFY * HTTP/1.1 "
"947","295.752886000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"948","295.757522000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"949","295.764097000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"950","295.768782000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"951","296.480847000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"952","296.988864000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"953","297.988428000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"954","299.481130000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"955","299.988248000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
"956","300.755013000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65387  Destination port: 32412"
"957","300.756367000","192.168.1.100","192.168.1.255","UDP","63","Source port: 65391  Destination port: 32414"
"958","300.757421000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65385  Destination port: 32412"
"959","300.758549000","192.168.1.135","192.168.1.255","UDP","63","Source port: 65389  Destination port: 32414"
"960","300.988606000","AsustekC_bc:42:24","Broadcast","ARP","60","Who has 192.168.1.250?  Tell 192.168.1.100"
